epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,model,dataset_size,train/box_loss,train/dfl_loss,val/box_loss,val/dfl_loss
23,1094.59,,0.84652,,0.90536,0.91284,0.93274,0.59326,,0.6635,,0.0004555,0.0004555,0.0004555,yolo11l,3000,1.24919,1.38959,1.26861,1.37566
24,1141.31,,0.83324,,0.91577,0.89769,0.93524,0.5974,,0.66822,,0.00043075,0.00043075,0.00043075,yolo11l,3000,1.21124,1.36391,1.27849,1.39522
25,1188.03,,0.83358,,0.87926,0.90212,0.92322,0.59408,,0.68229,,0.000406,0.000406,0.000406,yolo11l,3000,1.20502,1.36376,1.25556,1.37429
26,1234.7,,0.78524,,0.89208,0.92081,0.9355,0.61292,,0.64809,,0.00038125,0.00038125,0.00038125,yolo11l,3000,1.19168,1.35122,1.24754,1.3685
27,1281.62,,0.78614,,0.90736,0.90573,0.93744,0.61313,,0.63747,,0.0003565,0.0003565,0.0003565,yolo11l,3000,1.1817,1.35154,1.22663,1.35559
28,1328.23,,0.77455,,0.91641,0.90999,0.9411,0.62075,,0.62587,,0.00033175,0.00033175,0.00033175,yolo11l,3000,1.15447,1.33453,1.22031,1.35071
29,1374.92,,0.74405,,0.91966,0.92179,0.94282,0.62029,,0.60952,,0.000307,0.000307,0.000307,yolo11l,3000,1.14729,1.32871,1.22526,1.35426
30,1421.72,,0.7488,,0.92319,0.9154,0.94682,0.61847,,0.61048,,0.00028225,0.00028225,0.00028225,yolo11l,3000,1.15532,1.34036,1.24006,1.36301
31,1469.28,,0.59163,,0.91441,0.92425,0.94694,0.63308,,0.59356,,0.0002575,0.0002575,0.0002575,yolo11l,3000,1.10885,1.29638,1.19953,1.32366
32,1516.18,,0.55269,,0.93168,0.92565,0.94931,0.6346,,0.59051,,0.00023275,0.00023275,0.00023275,yolo11l,3000,1.07459,1.28083,1.18987,1.33335
33,1562.56,,0.54325,,0.92595,0.92873,0.95224,0.64569,,0.57374,,0.000208,0.000208,0.000208,yolo11l,3000,1.05471,1.25611,1.17562,1.32534
34,1609.11,,0.52055,,0.93049,0.935,0.95884,0.64524,,0.57108,,0.00018325,0.00018325,0.00018325,yolo11l,3000,1.04116,1.25075,1.18698,1.32242
35,1656.05,,0.51927,,0.93712,0.93458,0.95847,0.65266,,0.5575,,0.0001585,0.0001585,0.0001585,yolo11l,3000,1.02751,1.24182,1.16914,1.32257
36,1702.61,,0.49713,,0.93716,0.93894,0.9609,0.65241,,0.5464,,0.00013375,0.00013375,0.00013375,yolo11l,3000,0.99836,1.21716,1.1731,1.31127
37,1750.94,,0.49127,,0.94485,0.94097,0.96104,0.6597,,0.53716,,0.000109,0.000109,0.000109,yolo11l,3000,0.98312,1.21658,1.15756,1.29872
38,1799.24,,0.48922,,0.93027,0.93843,0.95953,0.6577,,0.53529,,8.425e-05,8.425e-05,8.425e-05,yolo11l,3000,0.98984,1.21765,1.14423,1.30052
39,1847.58,,0.47459,,0.94022,0.94097,0.96477,0.66814,,0.52294,,5.95e-05,5.95e-05,5.95e-05,yolo11l,3000,0.96251,1.19638,1.13576,1.28654
40,1896.11,,0.46531,,0.93879,0.94295,0.9626,0.66366,,0.52206,,3.475e-05,3.475e-05,3.475e-05,yolo11l,3000,0.95814,1.19101,1.14098,1.29105
